exp_id,conversion_support,tick,opportunities,expected_choice_share,realized_choice_share,cumulative_opportunities,cumulative_expected_choice_share,cumulative_realized_choice_share
Rational-Random-Delayed,absent,21,52,0.4582068229126269,0.36538461538461536,1128,0.48171457224773767,0.46808510638297873
Rational-Random-Delayed,absent,22,41,0.48805294860742043,0.3902439024390244,1169,0.48193687629457005,0.46535500427716
Rational-Random-Delayed,absent,23,70,0.4767739609213102,0.5,1239,0.4816451861604875,0.46731234866828086
Rational-Random-Delayed,absent,24,46,0.48615849818931994,0.5217391304347826,1285,0.48180675219420444,0.46926070038910506
Rational-Random-Delayed,absent,25,56,0.4082437174407826,0.375,1341,0.4787347686399974,0.465324384787472
Rational-Random-Delayed,absent,26,58,0.45797311485336595,0.46551724137931033,1399,0.4778740281685002,0.4653323802716226
Rational-Random-Delayed,absent,27,49,0.5037162292560866,0.3469387755102041,1448,0.4787485225423205,0.4613259668508287
Rational-Random-Delayed,absent,28,47,0.4709066370959212,0.5319148936170213,1495,0.478501988351029,0.4635451505016722
Rational-Random-Delayed,absent,29,44,0.49518210067588697,0.4772727272727273,1539,0.4789788726540139,0.46393762183235865
Rational-Random-Delayed,absent,30,60,0.45398954836075767,0.45,1599,0.4780411869394452,0.4634146341463415
Rational-Random-Delayed,present,1,47,0.5271778799780475,0.5319148936170213,47,0.5271778799780475,0.5319148936170213
Rational-Random-Delayed,present,2,67,0.5285524917699606,0.582089552238806,114,0.5279857658557509,0.5614035087719298
Rational-Random-Delayed,present,3,63,0.5233352785818742,0.5238095238095238,177,0.5263305076735235,0.5480225988700564
Rational-Random-Delayed,present,4,50,0.46887765891000255,0.52,227,0.5136756951705453,0.5418502202643172
Rational-Random-Delayed,present,5,55,0.48868364725469565,0.4727272727272727,282,0.5088013595841208,0.5283687943262412
Rational-Random-Delayed,present,6,45,0.498580792628461,0.4888888888888889,327,0.507394859544351,0.5229357798165137
Rational-Random-Delayed,present,7,47,0.5280846360064729,0.574468085106383,374,0.5099949116665963,0.5294117647058824
Rational-Random-Delayed,present,8,53,0.5266312618314662,0.5660377358490566,427,0.5120598450594256,0.5339578454332553
Rational-Random-Delayed,present,9,65,0.4917036875885155,0.47692307692307695,492,0.5093705153122525,0.5264227642276422
Rational-Random-Delayed,present,10,48,0.5244640476487604,0.4375,540,0.5107121626310532,0.5185185185185185
Rational-Random-Delayed,present,11,58,0.5592135961110081,0.5172413793103449,598,0.5154163150421526,0.5183946488294314
Rational-Random-Delayed,present,12,55,0.5412208943437883,0.4909090909090909,653,0.5175897482145722,0.5160796324655437
Rational-Random-Delayed,present,13,55,0.5233023217992897,0.509090909090909,708,0.5180335215862663,0.5155367231638418
Rational-Random-Delayed,present,14,45,0.6043145785697196,0.5333333333333333,753,0.5231897600514128,0.5166002656042497
Rational-Random-Delayed,present,15,50,0.5148458693058171,0.6,803,0.5226702151731067,0.5217932752179327
Rational-Random-Delayed,present,16,57,0.45437938402024036,0.42105263157894735,860,0.5181439624106493,0.5151162790697674
Rational-Random-Delayed,present,17,55,0.5813363003260709,0.5272727272727272,915,0.5219424089520135,0.5158469945355191
Rational-Random-Delayed,present,18,60,0.5414964926453099,0.48333333333333334,975,0.5231457371792932,0.5138461538461538
Rational-Random-Delayed,present,19,50,0.5780586204715406,0.58,1025,0.5258244144130614,0.5170731707317073
Rational-Random-Delayed,present,20,51,0.4792745688015181,0.43137254901960786,1076,0.5236180555597262,0.5130111524163569
Rational-Random-Delayed,present,21,52,0.46010955335743053,0.36538461538461536,1128,0.5206903586496913,0.5062056737588653
Rational-Random-Delayed,present,22,41,0.49147828665658366,0.3902439024390244,1169,0.51966581206995,0.5021385799828914
Rational-Random-Delayed,present,23,70,0.4784674238967823,0.5142857142857142,1239,0.5173382195177937,0.5028248587570622
Rational-Random-Delayed,present,24,46,0.4898819976964582,0.5217391304347826,1285,0.5163553508767187,0.5035019455252918
Rational-Random-Delayed,present,25,56,0.409756581634156,0.375,1341,0.5119037989918689,0.4981357196122297
Rational-Random-Delayed,present,26,58,0.4648225396188117,0.4827586206896552,1399,0.5099518954581753,0.49749821300929237
Rational-Random-Delayed,present,27,49,0.5092038007498026,0.3469387755102041,1448,0.5099265800985687,0.4924033149171271
Rational-Random-Delayed,present,28,47,0.47362846615620025,0.5531914893617021,1495,0.5087854353793104,0.494314381270903
Rational-Random-Delayed,present,29,44,0.4974764520658266,0.5,1539,0.5084621116198605,0.4944769330734243
Rational-Random-Delayed,present,30,60,0.4576456959916823,0.4666666666666667,1599,0.5065553042792159,0.49343339587242024
Empathy-Hub-Immediate,absent,1,47,0.5271778799780475,0.5319148936170213,47,0.5271778799780475,0.5319148936170213
Empathy-Hub-Immediate,absent,2,67,0.5285524917699606,0.582089552238806,114,0.5279857658557509,0.5614035087719298
Empathy-Hub-Immediate,absent,3,63,0.5233352785818742,0.5238095238095238,177,0.5263305076735235,0.5480225988700564
